classificacao,genero,cor_ou_raca,estados,mes_pesquisa,semana_do_mes,febre,tosse,dor_de_garganta,dificuldade_respirar,dor_no_peito,nariz_escorrendo_entupido,fadiga,perda_de_ofato_sabor,dores_musculares,diarreia
26-59 Adulto,Mulher,Amarela,Paríba,8,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Branca,Paríba,8,2,1,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Branca,Paríba,8,3,1,1,1,0,0,0,1,0,0,0
60+ Idoso,Homem,Parda,Paríba,8,4,2,3,2,2,2,7,1,0,2,2
13-17 Adolescente,Homem,Branca,Paríba,8,4,0,1,1,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Paríba,8,3,0,0,1,0,0,1,0,0,0,0
26-59 Adulto,Mulher,Preta,Paríba,8,3,0,1,0,0,0,1,0,0,0,0
13-17 Adolescente,Mulher,Preta,Paríba,8,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Branca,Paríba,8,4,2,2,0,0,0,4,0,0,2,2
26-59 Adulto,Mulher,Preta,Paríba,8,4,1,2,0,2,1,1,2,0,2,2
13-17 Adolescente,Homem,Preta,Paríba,8,4,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Parda,Paríba,8,4,0,1,0,0,0,1,0,0,0,0
60+ Idoso,Mulher,Preta,Paríba,8,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Branca,Paríba,8,2,0,1,0,0,0,1,0,0,0,0
18-25 Jovem ,Mulher,Preta,Paríba,8,1,0,0,0,0,0,1,0,0,0,0
60+ Idoso,Mulher,Preta,Paríba,8,4,0,0,0,0,0,1,0,0,0,0
60+ Idoso,Homem,Preta,Paríba,8,4,1,1,1,1,1,1,1,1,1,1
13-17 Adolescente,Mulher,Branca,Paríba,8,3,0,0,0,0,0,2,0,1,0,0
13-17 Adolescente,Mulher,Preta,Paríba,8,2,1,0,1,0,0,0,0,0,1,1
18-25 Jovem ,Homem,Preta,Paríba,8,2,1,0,0,0,0,1,0,1,0,0
13-17 Adolescente,Homem,Preta,Paríba,8,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Paríba,8,2,0,1,0,0,0,1,0,0,0,0
60+ Idoso,Mulher,Amarela,Paríba,8,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Paríba,8,3,1,1,1,0,0,1,0,0,0,0
60+ Idoso,Homem,Preta,Paríba,8,1,0,1,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Paríba,8,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Preta,Paríba,8,2,0,0,1,0,0,1,0,0,1,1
13-17 Adolescente,Mulher,Branca,Paríba,8,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Branca,Paríba,8,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Paríba,8,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Indígena,Paríba,8,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Paríba,8,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Paríba,8,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Paríba,8,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Paríba,8,2,0,1,1,0,0,1,0,0,0,0
60+ Idoso,Homem,Preta,Paríba,8,2,0,1,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Paríba,8,4,0,0,0,0,0,1,0,0,1,1
18-25 Jovem ,Homem,Preta,Paríba,8,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Paríba,8,3,0,0,1,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Paríba,8,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Paríba,8,4,1,0,0,0,0,1,0,0,1,1
26-59 Adulto,Homem,Amarela,Paríba,8,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Paríba,8,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Indígena,Paríba,8,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Paríba,8,2,0,1,1,0,0,1,0,0,0,0
18-25 Jovem ,Homem,Indígena,Paríba,8,2,0,2,2,0,0,2,0,0,0,0
13-17 Adolescente,Homem,Indígena,Paríba,8,2,0,2,2,0,0,2,0,0,0,0
0-12 Criança,Mulher,Indígena,Paríba,8,2,0,1,1,0,0,1,0,0,0,0
26-59 Adulto,Mulher,Amarela,Paríba,8,1,1,0,0,0,0,1,0,1,1,1
0-12 Criança,Homem,Preta,Paríba,8,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Paríba,8,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Paríba,8,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Paríba,8,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Paríba,8,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Paríba,8,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Paríba,8,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Paríba,8,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Paríba,8,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Paríba,8,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Amarela,Paríba,8,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Paríba,8,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Paríba,8,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Paríba,8,2,0,1,1,0,1,1,1,1,1,1
0-12 Criança,Mulher,Amarela,Paríba,8,2,0,1,0,0,0,1,0,0,0,0
60+ Idoso,Mulher,Indígena,Paríba,8,2,0,1,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Paríba,8,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Paríba,8,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Indígena,Paríba,8,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Paríba,8,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Branca,Pernambuco,8,3,3,4,6,1,1,9,0,1,5,5
18-25 Jovem ,Mulher,Preta,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Parda,Pernambuco,8,3,14,11,13,4,5,18,13,9,14,14
0-12 Criança,Mulher,Parda,Pernambuco,8,3,4,2,2,0,0,2,2,1,0,0
26-59 Adulto,Mulher,Parda,Pernambuco,8,2,10,10,11,3,2,6,7,3,11,11
26-59 Adulto,Homem,Parda,Pernambuco,8,2,4,7,4,2,1,8,3,2,2,2
60+ Idoso,Mulher,Branca,Pernambuco,8,4,1,2,1,0,1,4,3,0,4,4
60+ Idoso,Mulher,Branca,Pernambuco,8,2,0,3,2,0,0,2,1,0,4,4
26-59 Adulto,Mulher,Branca,Pernambuco,8,2,2,6,5,0,0,4,2,0,4,4
13-17 Adolescente,Mulher,Branca,Pernambuco,8,2,2,0,2,0,0,3,0,0,1,1
13-17 Adolescente,Homem,Parda,Pernambuco,8,2,0,0,0,0,0,2,0,0,0,0
18-25 Jovem ,Homem,Parda,Pernambuco,8,2,0,3,1,0,0,1,2,0,2,2
26-59 Adulto,Mulher,Branca,Pernambuco,8,4,1,5,3,1,1,9,3,0,3,3
26-59 Adulto,Mulher,Branca,Pernambuco,8,1,7,9,6,2,2,11,4,5,8,8
60+ Idoso,Mulher,Parda,Pernambuco,8,1,1,3,2,2,2,5,0,0,4,4
26-59 Adulto,Homem,Branca,Pernambuco,8,1,5,3,1,0,0,3,2,2,4,4
26-59 Adulto,Mulher,Parda,Pernambuco,8,1,7,14,11,4,2,10,6,8,13,13
26-59 Adulto,Homem,Parda,Pernambuco,8,1,8,16,5,2,1,11,1,2,5,5
0-12 Criança,Homem,Parda,Pernambuco,8,1,2,1,1,0,0,2,1,1,0,0
26-59 Adulto,Mulher,Parda,Pernambuco,8,4,6,11,7,5,6,17,4,6,11,11
18-25 Jovem ,Mulher,Parda,Pernambuco,8,4,3,5,4,1,0,5,2,1,3,3
60+ Idoso,Mulher,Branca,Pernambuco,8,3,1,3,1,1,0,2,2,0,3,3
60+ Idoso,Homem,Branca,Pernambuco,8,3,2,2,1,1,1,2,2,0,1,1
26-59 Adulto,Mulher,Preta,Pernambuco,8,1,0,1,1,0,0,0,1,0,2,2
26-59 Adulto,Homem,Preta,Pernambuco,8,1,2,0,1,2,0,1,2,1,2,2
13-17 Adolescente,Homem,Preta,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Parda,Pernambuco,8,4,0,0,1,2,0,1,0,0,0,0
26-59 Adulto,Mulher,Preta,Pernambuco,8,4,2,2,3,1,1,4,2,1,2,2
0-12 Criança,Mulher,Parda,Pernambuco,8,4,1,0,0,0,0,2,0,0,1,1
60+ Idoso,Mulher,Parda,Pernambuco,8,3,2,6,4,2,0,6,1,0,5,5
60+ Idoso,Homem,Branca,Pernambuco,8,1,0,1,0,0,0,2,0,0,1,1
60+ Idoso,Mulher,Branca,Pernambuco,8,1,0,1,1,2,0,1,1,0,1,1
0-12 Criança,Homem,Branca,Pernambuco,8,1,4,0,2,0,1,3,1,1,1,1
60+ Idoso,Mulher,Parda,Pernambuco,8,4,1,4,1,0,1,2,1,0,3,3
0-12 Criança,Homem,Branca,Pernambuco,8,4,2,0,0,0,0,3,0,0,1,1
60+ Idoso,Homem,Parda,Pernambuco,8,3,1,2,0,0,1,2,2,0,6,6
18-25 Jovem ,Mulher,Branca,Pernambuco,8,1,2,2,1,0,1,2,1,2,2,2
18-25 Jovem ,Mulher,Branca,Pernambuco,8,3,1,0,1,1,1,3,1,2,0,0
18-25 Jovem ,Mulher,Branca,Pernambuco,8,4,1,3,2,0,0,1,0,0,2,2
26-59 Adulto,Mulher,Branca,Pernambuco,8,3,4,6,6,3,2,5,1,3,7,7
18-25 Jovem ,Mulher,Parda,Pernambuco,8,2,3,4,2,0,0,4,0,1,3,3
26-59 Adulto,Homem,Branca,Pernambuco,8,2,2,6,4,2,1,5,4,1,4,4
0-12 Criança,Mulher,Branca,Pernambuco,8,2,3,4,2,0,0,4,1,0,0,0
13-17 Adolescente,Homem,Branca,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Parda,Pernambuco,8,3,8,8,7,2,1,12,7,2,4,4
0-12 Criança,Homem,Parda,Pernambuco,8,3,4,2,2,0,0,3,2,0,0,0
60+ Idoso,Mulher,Preta,Pernambuco,8,2,0,0,0,0,0,0,0,1,1,1
13-17 Adolescente,Homem,Parda,Pernambuco,8,3,0,0,0,0,0,2,0,0,0,0
0-12 Criança,Homem,Branca,Pernambuco,8,3,2,1,2,0,0,3,1,1,1,1
18-25 Jovem ,Mulher,Parda,Pernambuco,8,1,0,0,2,0,0,3,1,2,1,1
26-59 Adulto,Homem,Preta,Pernambuco,8,4,1,1,0,0,0,2,1,2,1,1
0-12 Criança,Mulher,Preta,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Preta,Pernambuco,8,4,0,0,1,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Parda,Pernambuco,8,4,1,3,2,0,0,4,0,0,1,1
0-12 Criança,Mulher,Branca,Pernambuco,8,4,2,5,1,0,0,2,0,0,2,2
26-59 Adulto,Homem,Parda,Pernambuco,8,4,9,7,10,3,3,9,6,4,8,8
0-12 Criança,Homem,Parda,Pernambuco,8,2,2,3,0,0,0,2,0,0,0,0
18-25 Jovem ,Homem,Branca,Pernambuco,8,1,3,0,1,1,0,4,1,2,2,2
18-25 Jovem ,Homem,Branca,Pernambuco,8,3,0,1,0,1,0,1,1,0,1,1
18-25 Jovem ,Mulher,Preta,Pernambuco,8,1,0,0,0,1,0,1,0,1,0,0
0-12 Criança,Homem,Parda,Pernambuco,8,4,3,3,3,1,0,2,1,1,1,1
26-59 Adulto,Mulher,Preta,Pernambuco,8,3,2,2,4,2,0,2,1,0,2,2
26-59 Adulto,Mulher,Preta,Pernambuco,8,2,2,2,5,0,0,4,1,0,2,2
18-25 Jovem ,Mulher,Preta,Pernambuco,8,2,1,1,1,1,1,0,1,0,1,1
60+ Idoso,Homem,Parda,Pernambuco,8,2,1,2,1,1,0,1,0,0,0,0
60+ Idoso,Mulher,Parda,Pernambuco,8,2,0,5,2,0,0,5,3,1,3,3
13-17 Adolescente,Mulher,Parda,Pernambuco,8,2,1,0,2,0,0,2,0,0,1,1
26-59 Adulto,Homem,Preta,Pernambuco,8,2,1,2,1,0,0,1,0,0,2,2
26-59 Adulto,Mulher,Amarela,Pernambuco,8,3,1,1,1,0,0,1,0,1,1,1
26-59 Adulto,Homem,Amarela,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Parda,Pernambuco,8,4,4,1,3,0,1,5,3,1,2,2
18-25 Jovem ,Mulher,Branca,Pernambuco,8,2,1,2,0,0,0,2,0,0,0,0
18-25 Jovem ,Homem,Parda,Pernambuco,8,1,0,3,3,0,0,3,0,1,0,0
13-17 Adolescente,Homem,Parda,Pernambuco,8,1,2,2,2,0,0,6,2,0,2,2
26-59 Adulto,Homem,Branca,Pernambuco,8,4,3,3,3,2,2,5,2,1,4,4
18-25 Jovem ,Homem,Branca,Pernambuco,8,4,1,1,2,1,1,3,1,1,1,1
13-17 Adolescente,Mulher,Branca,Pernambuco,8,4,0,0,0,0,0,0,0,1,0,0
60+ Idoso,Homem,Branca,Pernambuco,8,2,0,0,0,0,0,0,1,0,1,1
13-17 Adolescente,Mulher,Branca,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Parda,Pernambuco,8,3,3,1,1,0,0,3,0,0,0,0
18-25 Jovem ,Homem,Parda,Pernambuco,8,3,1,1,1,0,0,2,1,0,0,0
0-12 Criança,Homem,Branca,Pernambuco,8,2,3,1,1,0,0,3,0,0,0,0
26-59 Adulto,Homem,Amarela,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Branca,Pernambuco,8,3,0,0,1,0,0,2,0,0,0,0
60+ Idoso,Homem,Parda,Pernambuco,8,1,1,1,3,0,0,4,0,1,4,4
13-17 Adolescente,Mulher,Parda,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Branca,Pernambuco,8,4,0,0,0,0,0,1,0,0,0,0
0-12 Criança,Mulher,Parda,Pernambuco,8,1,1,1,0,0,0,3,0,0,0,0
26-59 Adulto,Homem,Preta,Pernambuco,8,3,0,1,0,1,0,0,0,0,1,1
0-12 Criança,Homem,Preta,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Branca,Pernambuco,8,1,2,1,2,0,0,4,1,1,1,1
13-17 Adolescente,Homem,Branca,Pernambuco,8,3,0,0,0,0,0,1,0,0,0,0
13-17 Adolescente,Homem,Não respondeu,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Pernambuco,8,3,0,0,0,0,0,1,0,0,0,0
13-17 Adolescente,Mulher,Parda,Pernambuco,8,3,2,2,3,1,0,2,2,0,0,0
26-59 Adulto,Mulher,Amarela,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Branca,Pernambuco,8,2,0,2,2,0,0,4,0,0,2,2
13-17 Adolescente,Mulher,Branca,Pernambuco,8,1,0,1,1,0,0,0,0,0,0,0
60+ Idoso,Mulher,Preta,Pernambuco,8,3,0,0,0,0,0,1,0,0,1,1
13-17 Adolescente,Homem,Branca,Pernambuco,8,4,1,0,2,0,0,2,0,0,0,0
60+ Idoso,Mulher,Preta,Pernambuco,8,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Pernambuco,8,4,1,1,1,0,0,1,0,1,0,0
0-12 Criança,Mulher,Parda,Pernambuco,8,2,3,3,3,0,0,7,1,0,1,1
18-25 Jovem ,Homem,Preta,Pernambuco,8,3,2,1,1,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Pernambuco,8,2,1,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Pernambuco,8,2,0,0,0,0,0,1,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Pernambuco,8,3,1,0,1,0,0,1,0,0,0,0
13-17 Adolescente,Mulher,Preta,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Parda,Pernambuco,8,4,3,1,5,0,0,2,0,0,0,0
18-25 Jovem ,Homem,Amarela,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Amarela,Pernambuco,8,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Pernambuco,8,4,1,0,0,0,0,2,0,0,0,0
18-25 Jovem ,Homem,Preta,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Indígena,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Preta,Pernambuco,8,4,1,0,0,0,0,1,0,0,0,0
13-17 Adolescente,Mulher,Preta,Pernambuco,8,4,0,0,1,0,0,1,1,1,0,0
13-17 Adolescente,Homem,Branca,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Pernambuco,8,1,0,0,1,0,0,1,2,1,0,0
0-12 Criança,Mulher,Indígena,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Pernambuco,8,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Pernambuco,8,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Indígena,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Pernambuco,8,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Preta,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Pernambuco,8,3,0,1,0,0,0,1,0,0,0,0
18-25 Jovem ,Mulher,Indígena,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Preta,Pernambuco,8,4,0,1,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Pernambuco,8,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Preta,Pernambuco,8,2,1,1,1,1,0,1,1,0,0,0
60+ Idoso,Mulher,Indígena,Pernambuco,8,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Não respondeu,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Pernambuco,8,1,0,0,0,0,0,0,0,1,0,0
0-12 Criança,Mulher,Amarela,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Preta,Pernambuco,8,2,1,0,1,1,0,1,1,0,0,0
18-25 Jovem ,Homem,Preta,Pernambuco,8,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Indígena,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Pernambuco,8,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Preta,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Preta,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Amarela,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Indígena,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Amarela,Pernambuco,8,1,0,1,0,0,0,0,0,0,1,1
60+ Idoso,Homem,Amarela,Pernambuco,8,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Amarela,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Indígena,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Amarela,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Indígena,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Amarela,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Amarela,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Pernambuco,8,1,1,0,0,0,0,0,1,0,1,1
13-17 Adolescente,Mulher,Amarela,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Pernambuco,8,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Indígena,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Amarela,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Indígena,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Indígena,Pernambuco,8,4,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Indígena,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Indígena,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Amarela,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Indígena,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Indígena,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Indígena,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Amarela,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Amarela,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Indígena,Pernambuco,8,1,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Não respondeu,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Não respondeu,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Homem,Não respondeu,Pernambuco,8,3,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Indígena,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Mulher,Amarela,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Homem,Indígena,Pernambuco,8,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Mulher,Indígena,Pernambuco,8,2,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Indígena,Pernambuco,8,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Homem,Indígena,Pernambuco,8,4,0,0,0,0,0,0,0,0,0,0
18-25 Jovem ,Homem,Amarela,Pernambuco,8,4,0,0,0,0,0,0,0,0,0,0
0-12 Criança,Mulher,Amarela,Pernambuco,8,4,0,0,0,0,0,0,0,0,0,0
26-59 Adulto,Mulher,Branca,Alagoas,8,4,4,7,6,3,1,9,1,3,4,4
0-12 Criança,Homem,Branca,Alagoas,8,4,3,2,1,0,0,5,0,0,0,0
60+ Idoso,Homem,Branca,Alagoas,8,3,2,1,1,1,1,0,2,1,3,3
60+ Idoso,Mulher,Branca,Alagoas,8,3,0,2,1,1,0,1,1,0,0,0
26-59 Adulto,Homem,Parda,Alagoas,8,2,8,8,8,3,2,10,9,5,7,7
26-59 Adulto,Mulher,Parda,Alagoas,8,2,14,14,10,4,7,20,8,8,8,8
26-59 Adulto,Homem,Branca,Alagoas,8,4,5,7,4,1,1,5,3,3,4,4
0-12 Criança,Mulher,Branca,Alagoas,8,4,1,2,1,0,0,2,0,0,1,1
26-59 Adulto,Mulher,Parda,Alagoas,8,3,8,7,7,3,3,6,6,3,7,7
60+ Idoso,Mulher,Parda,Alagoas,8,3,1,3,2,1,0,2,2,0,3,3
26-59 Adulto,Homem,Parda,Alagoas,8,3,11,12,9,4,6,9,6,6,8,8
26-59 Adulto,Homem,Parda,Alagoas,8,4,5,11,4,0,0,6,1,2,4,4
0-12 Criança,Homem,Parda,Alagoas,8,4,3,3,1,0,0,3,0,0,0,0
26-59 Adulto,Homem,Branca,Alagoas,8,2,1,2,2,0,1,1,1,0,0,0
26-59 Adulto,Mulher,Preta,Alagoas,8,2,1,0,2,0,0,2,1,1,2,2
0-12 Criança,Mulher,Branca,Alagoas,8,2,3,3,3,2,2,4,2,2,2,2
26-59 Adulto,Mulher,Branca,Alagoas,8,3,4,7,8,7,3,8,5,8,4,4
26-59 Adulto,Homem,Amarela,Alagoas,8,3,0,0,0,0,0,0,0,0,0,0
13-17 Adolescente,Homem,Branca,Alagoas,8,3,1,0,0,0,0,1,0,0,0,0
0-12 Criança,Mulher,Branca,Alagoas,8,3,0,0,0,0,0,0,0,0,0,0
60+ Idoso,Mulher,Branca,Alagoas,8,4,0,1,0,0,0,0,1,0,0,0
18-25 Jovem ,Mulher,Branca,Alagoas,8,3,0,0,0,0,0,1,0,0,0,0
60+ Idoso,Homem,Branca,Alagoas,8,2,0,0,1,0,0,0,0,0,1,1
60+ Idoso,Mulher,Branca,Alagoas,8,2,1,0,0,0,0,0,0,0,1,1
60+ Idoso,Homem,Parda,Alagoas,8,3,0,2,1,0,0,1,0,0,3,3
60+ Idoso,Mulher,Indígena,Alagoas,8,3,0,1,0,0,0,0,0,0,1,1
18-25 Jovem ,Mulher,Parda,Alagoas,8,3,5,5,6,3,3,2,2,1,3,3
18-25 Jovem ,Mulher,Preta,Alagoas,8,3,0,0,0,0,0,0,0,0,0,0
