classificacao,genero,estados,mes_pesquisa,semana_do_mes,foi_estabelecimento_saude,nao_foi_estabelecimento_saude,ignorou_os_sintomas,hospital_sus,nao_era_um_hospital_sus,nao_respondeu,atenidento_pivado_ou_militar,nao_buscou_atendimento_privado,nao_respondeu_atendiento_privado,fez_exame_SWAB,nao_fez_exame_SWAB,resultado_positivo,resultado_negativo,resultado_inconclusivo,ainda_sem_resultado,tem_doencas_respiratorias,nao_tem_doencas_respiratorias,ignorou_doencas_respiratorias
13-17 Adolescente,Homem,Rio Grande do Sul,8,3,2,6,0,0,2,0,0,2,0,1,6,0,1,0,0,15,183,2
26-59 Adulto,Homem,Mato Grosso do Sul,8,2,10,17,0,3,7,0,0,10,0,20,30,6,14,0,0,14,505,6
26-59 Adulto,Mulher,Mato Grosso do Sul,8,2,13,26,0,2,11,0,0,13,0,36,30,9,25,0,2,25,551,5
60+ Idoso,Homem,Mato Grosso do Sul,8,4,4,2,0,0,4,0,1,3,0,7,7,2,5,0,0,6,170,1
60+ Idoso,Mulher,Mato Grosso do Sul,8,1,3,8,0,0,3,0,0,3,0,2,4,0,2,0,0,7,175,1
26-59 Adulto,Homem,Mato Grosso do Sul,8,1,8,22,0,0,8,0,0,8,0,19,33,1,17,0,1,17,503,0
60+ Idoso,Mulher,Mato Grosso do Sul,8,3,9,16,0,2,7,0,1,8,0,7,8,1,5,0,1,15,197,2
26-59 Adulto,Mulher,Mato Grosso do Sul,8,3,13,35,0,3,10,0,1,12,0,25,39,5,18,0,2,25,542,8
18-25 Jovem ,Homem,Mato Grosso do Sul,8,3,0,9,0,0,0,0,0,0,0,4,10,0,3,0,1,10,131,1
26-59 Adulto,Homem,Mato Grosso do Sul,8,3,4,26,0,0,4,0,0,4,0,18,26,4,14,0,0,17,511,7
26-59 Adulto,Mulher,Mato Grosso do Sul,8,1,8,37,0,1,7,0,1,7,0,27,19,6,20,0,1,25,542,2
0-12 Criança,Homem,Mato Grosso do Sul,8,1,0,4,0,0,0,0,0,0,0,2,0,0,2,0,0,14,178,0
13-17 Adolescente,Homem,Mato Grosso do Sul,8,1,2,1,0,0,2,0,0,2,0,3,2,0,3,0,0,3,79,0
18-25 Jovem ,Mulher,Mato Grosso do Sul,8,2,0,5,0,0,0,0,0,0,0,8,4,0,8,0,0,4,105,0
13-17 Adolescente,Homem,Mato Grosso do Sul,8,2,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,4,79,1
26-59 Adulto,Homem,Mato Grosso do Sul,8,4,4,21,0,0,4,0,0,4,0,28,27,5,21,0,2,12,497,6
26-59 Adulto,Mulher,Mato Grosso do Sul,8,4,7,32,0,1,6,0,0,7,0,30,30,6,22,0,2,23,528,4
13-17 Adolescente,Mulher,Mato Grosso do Sul,8,4,1,2,0,0,1,0,0,1,0,2,1,1,1,0,0,4,68,1
0-12 Criança,Mulher,Mato Grosso do Sul,8,4,3,5,0,0,3,0,0,3,0,1,1,0,0,0,1,3,174,1
60+ Idoso,Mulher,Mato Grosso do Sul,8,2,4,11,0,1,3,0,0,4,0,5,6,1,3,0,1,4,214,0
60+ Idoso,Homem,Mato Grosso do Sul,8,2,1,5,0,1,0,0,0,1,0,4,3,0,4,0,0,4,159,1
60+ Idoso,Mulher,Mato Grosso do Sul,8,4,5,8,0,1,4,0,0,5,0,12,7,2,10,0,0,9,173,2
0-12 Criança,Mulher,Mato Grosso do Sul,8,2,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,3,188,4
18-25 Jovem ,Mulher,Mato Grosso do Sul,8,4,2,7,0,0,2,0,0,2,0,8,5,2,6,0,0,9,127,3
0-12 Criança,Homem,Mato Grosso do Sul,8,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,180,5
18-25 Jovem ,Mulher,Mato Grosso do Sul,8,1,2,6,0,1,1,0,0,2,0,9,4,4,5,0,0,6,116,0
0-12 Criança,Mulher,Mato Grosso do Sul,8,1,3,4,0,0,3,0,0,3,0,3,1,0,3,0,0,9,183,0
13-17 Adolescente,Mulher,Mato Grosso do Sul,8,2,1,0,0,0,1,0,0,1,0,2,1,1,1,0,0,2,84,1
0-12 Criança,Homem,Mato Grosso do Sul,8,2,3,5,0,1,2,0,0,3,0,4,2,0,4,0,0,10,177,4
60+ Idoso,Homem,Mato Grosso do Sul,8,3,2,5,0,0,2,0,1,1,0,3,3,1,1,0,1,5,163,2
18-25 Jovem ,Homem,Mato Grosso do Sul,8,2,1,2,0,0,1,0,0,1,0,2,6,0,1,0,1,6,114,0
18-25 Jovem ,Mulher,Mato Grosso do Sul,8,3,2,6,0,0,2,0,0,2,0,8,4,1,7,0,0,4,113,0
60+ Idoso,Homem,Mato Grosso do Sul,8,1,3,9,0,0,3,0,0,3,0,6,6,0,5,0,1,6,176,2
13-17 Adolescente,Mulher,Mato Grosso do Sul,8,3,0,4,0,0,0,0,0,0,0,2,2,0,1,0,1,5,82,1
0-12 Criança,Mulher,Mato Grosso do Sul,8,3,1,8,0,0,1,0,0,1,0,1,4,0,1,0,0,4,162,3
13-17 Adolescente,Mulher,Mato Grosso do Sul,8,1,1,0,0,0,1,0,0,1,0,2,1,1,1,0,0,5,86,0
13-17 Adolescente,Homem,Mato Grosso do Sul,8,3,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,8,84,0
18-25 Jovem ,Homem,Mato Grosso do Sul,8,1,3,6,0,0,3,0,0,3,0,6,8,2,4,0,0,12,102,0
13-17 Adolescente,Homem,Mato Grosso do Sul,8,4,2,0,0,1,1,0,0,2,0,1,0,0,1,0,0,3,82,0
0-12 Criança,Homem,Mato Grosso do Sul,8,4,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,7,185,5
18-25 Jovem ,Homem,Mato Grosso do Sul,8,4,1,4,0,0,1,0,0,1,0,5,7,2,2,0,1,4,111,1
60+ Idoso,Homem,Mato Grosso,8,4,1,16,0,1,0,0,0,1,0,8,10,4,4,0,0,7,209,1
60+ Idoso,Mulher,Mato Grosso,8,4,1,19,0,0,1,0,0,1,0,9,13,3,5,1,0,4,252,1
26-59 Adulto,Mulher,Mato Grosso,8,4,13,30,0,5,8,0,0,13,0,32,70,6,25,0,1,24,676,5
26-59 Adulto,Homem,Mato Grosso,8,4,12,14,0,5,7,0,0,11,1,30,57,9,21,0,0,16,649,5
0-12 Criança,Mulher,Mato Grosso,8,4,1,5,0,0,1,0,0,1,0,2,8,1,1,0,0,5,216,3
26-59 Adulto,Homem,Mato Grosso,8,2,17,27,0,1,16,0,0,17,0,29,48,6,22,0,1,16,684,1
26-59 Adulto,Mulher,Mato Grosso,8,2,23,25,0,3,19,1,1,21,1,29,52,10,18,1,0,22,725,2
0-12 Criança,Homem,Mato Grosso,8,2,2,9,0,0,2,0,0,2,0,2,0,2,0,0,0,3,268,0
13-17 Adolescente,Homem,Mato Grosso,8,2,3,1,0,0,3,0,0,3,0,3,4,0,3,0,0,3,105,1
18-25 Jovem ,Mulher,Mato Grosso,8,4,4,6,0,1,3,0,1,3,0,8,12,2,5,0,1,7,156,2
26-59 Adulto,Mulher,Mato Grosso,8,3,23,32,0,3,20,0,2,21,0,41,58,14,27,0,0,28,714,3
0-12 Criança,Mulher,Mato Grosso,8,3,2,4,0,0,2,0,0,2,0,3,3,0,3,0,0,0,236,3
18-25 Jovem ,Homem,Mato Grosso,8,2,0,8,0,0,0,0,0,0,0,7,10,2,5,0,0,4,163,0
26-59 Adulto,Homem,Mato Grosso,8,1,10,24,0,2,7,1,1,8,1,32,45,10,22,0,0,19,689,2
26-59 Adulto,Homem,Mato Grosso,8,3,14,14,0,2,12,0,0,14,0,30,52,11,18,1,0,14,636,2
0-12 Criança,Homem,Mato Grosso,8,3,3,8,0,0,3,0,0,3,0,7,7,2,5,0,0,2,271,0
18-25 Jovem ,Homem,Mato Grosso,8,4,2,2,0,1,1,0,0,2,0,3,8,0,3,0,0,3,163,0
13-17 Adolescente,Mulher,Mato Grosso,8,4,0,1,0,0,0,0,0,0,0,4,6,1,3,0,0,4,107,0
60+ Idoso,Mulher,Mato Grosso,8,3,1,7,0,1,0,0,0,1,0,5,9,2,3,0,0,16,212,3
60+ Idoso,Homem,Mato Grosso,8,3,5,16,0,1,4,0,0,5,0,7,11,2,5,0,0,6,223,1
60+ Idoso,Mulher,Mato Grosso,8,2,7,10,0,0,7,0,0,7,0,5,9,2,2,0,1,11,225,1
0-12 Criança,Homem,Mato Grosso,8,4,1,5,0,0,1,0,0,1,0,0,5,0,0,0,0,6,254,0
60+ Idoso,Homem,Mato Grosso,8,2,5,10,0,0,5,0,0,5,0,6,6,1,4,0,1,4,211,2
18-25 Jovem ,Mulher,Mato Grosso,8,2,5,5,0,1,4,0,0,5,0,9,8,3,5,0,1,8,146,0
18-25 Jovem ,Homem,Mato Grosso,8,3,0,4,0,0,0,0,0,0,0,8,7,1,7,0,0,6,154,0
13-17 Adolescente,Mulher,Mato Grosso,8,3,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,3,113,0
60+ Idoso,Mulher,Mato Grosso,8,1,3,10,0,1,2,0,1,2,0,7,6,1,6,0,0,9,200,2
26-59 Adulto,Mulher,Mato Grosso,8,1,19,30,0,2,17,0,1,18,0,29,50,8,20,0,1,22,727,2
13-17 Adolescente,Mulher,Mato Grosso,8,1,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,105,0
18-25 Jovem ,Homem,Mato Grosso,8,1,0,4,0,0,0,0,0,0,0,7,9,3,4,0,0,3,162,0
18-25 Jovem ,Mulher,Mato Grosso,8,3,5,3,0,1,4,0,0,5,0,5,9,0,4,0,1,5,154,2
0-12 Criança,Homem,Mato Grosso,8,1,1,9,0,0,1,0,0,1,0,0,2,0,0,0,0,11,278,0
0-12 Criança,Mulher,Mato Grosso,8,1,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,7,265,2
0-12 Criança,Mulher,Mato Grosso,8,2,1,5,0,0,1,0,0,1,0,1,5,0,1,0,0,2,254,0
60+ Idoso,Homem,Mato Grosso,8,1,5,7,0,1,4,0,0,5,0,9,6,5,4,0,0,8,174,1
13-17 Adolescente,Mulher,Mato Grosso,8,2,2,3,0,0,2,0,0,2,0,1,1,1,0,0,0,5,117,0
13-17 Adolescente,Homem,Mato Grosso,8,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4,111,0
13-17 Adolescente,Homem,Mato Grosso,8,3,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,5,120,0
18-25 Jovem ,Mulher,Mato Grosso,8,1,3,7,0,1,2,0,1,2,0,5,8,1,3,0,1,6,152,0
13-17 Adolescente,Homem,Mato Grosso,8,4,1,0,0,0,1,0,0,1,0,2,2,1,1,0,0,6,112,2
18-25 Jovem ,Homem,Goiás,8,2,2,14,1,0,2,0,0,2,0,13,11,6,7,0,0,9,179,2
60+ Idoso,Homem,Goiás,8,1,5,15,0,3,2,0,0,5,0,10,14,4,6,0,0,20,258,2
26-59 Adulto,Mulher,Goiás,8,1,21,61,0,4,17,0,2,19,0,63,45,23,35,2,3,42,788,7
13-17 Adolescente,Homem,Goiás,8,1,0,2,0,0,0,0,0,0,0,1,2,0,1,0,0,8,119,1
0-12 Criança,Mulher,Goiás,8,1,0,8,0,0,0,0,0,0,0,2,4,0,2,0,0,14,229,2
26-59 Adulto,Mulher,Goiás,8,3,32,64,0,7,24,1,1,29,2,92,74,30,55,0,7,51,850,3
60+ Idoso,Mulher,Goiás,8,3,10,14,0,3,7,0,1,9,0,24,8,7,16,0,1,20,272,1
60+ Idoso,Mulher,Goiás,8,2,7,24,0,0,6,1,0,6,1,16,12,7,8,0,1,19,324,2
26-59 Adulto,Homem,Goiás,8,2,23,45,1,5,18,0,3,20,0,53,52,16,37,0,0,26,767,5
18-25 Jovem ,Mulher,Goiás,8,1,3,13,0,0,3,0,0,3,0,12,5,3,9,0,0,9,170,2
18-25 Jovem ,Homem,Goiás,8,1,3,5,0,1,2,0,0,3,0,12,12,1,11,0,0,9,185,1
26-59 Adulto,Homem,Goiás,8,1,14,45,1,4,10,0,2,12,0,42,41,12,29,0,1,21,753,3
26-59 Adulto,Homem,Goiás,8,4,17,39,0,4,13,0,0,17,0,48,53,10,36,1,1,22,752,4
60+ Idoso,Mulher,Goiás,8,4,9,19,0,1,7,1,0,8,1,19,15,7,12,0,0,26,298,0
60+ Idoso,Mulher,Goiás,8,1,7,23,0,4,3,0,2,5,0,12,8,2,9,1,0,22,284,3
26-59 Adulto,Mulher,Goiás,8,2,28,66,1,4,23,1,2,25,1,86,62,21,63,1,1,40,860,6
26-59 Adulto,Mulher,Goiás,8,4,30,55,0,7,23,0,1,29,0,79,70,22,54,0,3,39,836,5
18-25 Jovem ,Homem,Goiás,8,4,3,7,0,0,3,0,1,2,0,15,10,5,9,0,1,11,176,3
60+ Idoso,Homem,Goiás,8,3,6,17,0,1,5,0,0,6,0,22,15,7,15,0,0,11,278,0
13-17 Adolescente,Homem,Goiás,8,2,0,2,0,0,0,0,0,0,0,5,1,0,5,0,0,7,117,1
13-17 Adolescente,Mulher,Goiás,8,3,1,8,0,0,1,0,0,1,0,10,0,2,8,0,0,5,137,0
60+ Idoso,Homem,Goiás,8,4,9,20,0,3,6,0,0,9,0,25,18,9,16,0,0,19,255,0
0-12 Criança,Homem,Goiás,8,3,3,9,0,0,3,0,0,3,0,7,2,2,5,0,0,20,257,0
0-12 Criança,Mulher,Goiás,8,4,3,9,0,2,1,0,0,3,0,7,6,2,5,0,0,7,249,0
0-12 Criança,Homem,Goiás,8,4,2,5,0,0,2,0,1,1,0,4,5,1,3,0,0,12,285,1
0-12 Criança,Homem,Goiás,8,2,5,12,1,1,4,0,0,5,0,5,5,3,2,0,0,25,248,0
13-17 Adolescente,Homem,Goiás,8,3,1,3,0,1,0,0,0,1,0,7,3,2,5,0,0,11,135,2
18-25 Jovem ,Homem,Goiás,8,3,4,6,0,1,3,0,3,1,0,17,8,8,8,0,1,10,176,0
60+ Idoso,Homem,Goiás,8,2,6,17,0,1,5,0,0,6,0,12,12,1,10,0,1,17,239,3
18-25 Jovem ,Mulher,Goiás,8,3,7,8,0,1,6,0,0,7,0,12,10,4,6,1,1,5,163,2
26-59 Adulto,Homem,Goiás,8,3,14,34,0,2,12,0,2,12,0,62,41,22,36,0,4,17,769,3
0-12 Criança,Mulher,Goiás,8,3,3,8,0,1,2,0,1,2,0,9,6,2,5,1,1,8,244,0
13-17 Adolescente,Mulher,Goiás,8,2,1,10,0,0,1,0,0,1,0,3,1,0,3,0,0,7,112,1
18-25 Jovem ,Mulher,Goiás,8,2,4,9,0,1,3,0,0,4,0,12,9,6,6,0,0,16,180,1
13-17 Adolescente,Homem,Goiás,8,4,1,3,0,1,0,0,0,1,0,2,5,1,1,0,0,9,113,1
0-12 Criança,Homem,Goiás,8,1,4,7,0,0,4,0,0,4,0,5,3,1,4,0,0,14,225,4
13-17 Adolescente,Mulher,Goiás,8,1,2,2,0,1,1,0,0,2,0,3,3,3,0,0,0,9,103,2
13-17 Adolescente,Mulher,Goiás,8,4,1,5,0,0,1,0,0,1,0,3,2,0,3,0,0,6,120,2
0-12 Criança,Mulher,Goiás,8,2,2,10,1,0,2,0,0,2,0,4,2,1,3,0,0,20,217,4
18-25 Jovem ,Mulher,Goiás,8,4,4,5,0,0,4,0,0,4,0,13,17,3,8,0,2,6,198,2
26-59 Adulto,Homem,Distrito Federal,8,4,10,17,0,2,8,0,0,10,0,51,41,16,34,0,1,21,345,8
26-59 Adulto,Mulher,Distrito Federal,8,4,9,33,0,1,8,0,2,7,0,57,53,16,40,0,1,36,400,11
13-17 Adolescente,Mulher,Distrito Federal,8,4,0,1,0,0,0,0,0,0,0,4,0,1,3,0,0,8,62,3
0-12 Criança,Homem,Distrito Federal,8,4,0,2,0,0,0,0,0,0,0,5,7,0,5,0,0,7,130,3
60+ Idoso,Mulher,Distrito Federal,8,2,3,6,0,1,2,0,1,2,0,8,12,1,6,0,1,10,130,2
26-59 Adulto,Mulher,Distrito Federal,8,2,14,24,0,2,12,0,2,12,0,67,58,21,45,0,1,42,394,3
0-12 Criança,Mulher,Distrito Federal,8,4,0,4,0,0,0,0,0,0,0,6,4,0,6,0,0,8,124,1
18-25 Jovem ,Homem,Distrito Federal,8,4,2,5,0,1,1,0,0,2,0,10,9,2,7,0,1,10,89,3
60+ Idoso,Mulher,Distrito Federal,8,1,1,3,0,0,1,0,0,1,0,3,14,0,2,0,1,10,128,0
60+ Idoso,Homem,Distrito Federal,8,2,5,3,0,0,5,0,2,3,0,10,6,6,4,0,0,9,98,3
26-59 Adulto,Homem,Distrito Federal,8,2,3,12,0,0,3,0,0,3,0,38,46,9,27,0,2,23,334,0
0-12 Criança,Mulher,Distrito Federal,8,2,1,4,0,1,0,0,0,1,0,2,2,1,1,0,0,7,106,0
0-12 Criança,Homem,Distrito Federal,8,2,1,2,0,0,1,0,0,1,0,3,6,0,3,0,0,14,125,0
26-59 Adulto,Homem,Distrito Federal,8,1,9,13,0,0,8,1,0,8,1,40,54,11,26,2,1,23,317,5
26-59 Adulto,Mulher,Distrito Federal,8,3,13,16,0,0,13,0,0,13,0,46,44,16,30,0,0,21,379,3
13-17 Adolescente,Mulher,Distrito Federal,8,3,1,2,0,0,1,0,0,1,0,3,2,1,2,0,0,5,45,2
13-17 Adolescente,Mulher,Distrito Federal,8,2,0,2,0,0,0,0,0,0,0,1,6,0,1,0,0,5,62,1
26-59 Adulto,Mulher,Distrito Federal,8,1,8,33,0,3,5,0,0,8,0,50,74,14,34,1,1,31,403,4
60+ Idoso,Homem,Distrito Federal,8,1,1,1,0,0,1,0,0,1,0,7,11,3,4,0,0,11,91,0
18-25 Jovem ,Homem,Distrito Federal,8,2,3,1,0,0,3,0,0,3,0,6,14,3,3,0,0,9,97,0
60+ Idoso,Homem,Distrito Federal,8,4,2,3,0,0,2,0,0,2,0,9,7,4,5,0,0,6,92,2
26-59 Adulto,Homem,Distrito Federal,8,3,9,12,0,1,8,0,0,9,0,31,51,13,17,0,1,9,329,3
18-25 Jovem ,Mulher,Distrito Federal,8,3,2,6,0,1,1,0,0,2,0,7,14,0,7,0,0,8,96,1
0-12 Criança,Homem,Distrito Federal,8,3,0,4,0,0,0,0,0,0,0,2,3,0,2,0,0,13,94,0
60+ Idoso,Mulher,Distrito Federal,8,3,2,10,0,0,2,0,0,2,0,8,10,2,4,0,2,13,137,0
60+ Idoso,Mulher,Distrito Federal,8,4,2,5,0,0,2,0,1,1,0,14,11,6,8,0,0,8,119,4
18-25 Jovem ,Mulher,Distrito Federal,8,2,3,3,0,0,3,0,0,3,0,8,13,3,5,0,0,7,94,0
18-25 Jovem ,Homem,Distrito Federal,8,3,2,1,0,0,2,0,0,2,0,8,12,2,5,0,1,6,91,2
60+ Idoso,Homem,Distrito Federal,8,3,4,5,0,1,3,0,0,4,0,10,7,4,6,0,0,2,99,0
18-25 Jovem ,Homem,Distrito Federal,8,1,6,2,0,1,5,0,0,6,0,6,15,2,3,1,0,5,104,0
13-17 Adolescente,Homem,Distrito Federal,8,3,0,1,0,0,0,0,0,0,0,3,2,2,1,0,0,4,51,0
0-12 Criança,Mulher,Distrito Federal,8,3,0,2,0,0,0,0,0,0,0,1,5,0,1,0,0,5,96,0
18-25 Jovem ,Mulher,Distrito Federal,8,1,3,6,0,1,2,0,0,3,0,4,13,1,2,1,0,6,83,1
13-17 Adolescente,Homem,Distrito Federal,8,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,9,56,0
0-12 Criança,Homem,Distrito Federal,8,1,0,4,0,0,0,0,0,0,0,4,7,0,4,0,0,15,116,0
13-17 Adolescente,Homem,Distrito Federal,8,4,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,10,56,1
13-17 Adolescente,Homem,Distrito Federal,8,1,0,1,0,0,0,0,0,0,0,2,5,0,2,0,0,4,54,2
13-17 Adolescente,Mulher,Distrito Federal,8,1,1,5,0,0,1,0,0,1,0,2,7,0,2,0,0,8,59,0
0-12 Criança,Mulher,Distrito Federal,8,1,0,6,0,0,0,0,0,0,0,6,1,1,5,0,0,14,106,2
18-25 Jovem ,Mulher,Distrito Federal,8,4,2,4,0,1,1,0,0,2,0,8,12,3,4,0,1,6,98,3
26-59 Adulto,Homem,Rondônia,9,4,0,5,0,0,0,0,0,0,0,18,15,8,10,0,0,9,283,1
26-59 Adulto,Mulher,Rondônia,9,4,2,11,0,0,2,0,0,2,0,28,24,9,17,1,1,19,297,2
13-17 Adolescente,Homem,Rondônia,9,4,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,44,0
0-12 Criança,Homem,Rondônia,9,4,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,6,86,0
26-59 Adulto,Mulher,Rondônia,9,1,5,14,0,2,3,0,0,5,0,19,20,8,11,0,0,17,301,1
26-59 Adulto,Mulher,Rondônia,9,2,4,13,0,0,4,0,1,3,0,18,22,8,9,0,1,16,297,2
18-25 Jovem ,Mulher,Rondônia,9,4,0,2,0,0,0,0,0,0,0,6,5,1,5,0,0,0,87,2
0-12 Criança,Mulher,Rondônia,9,4,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,7,101,1
13-17 Adolescente,Mulher,Rondônia,9,4,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,37,1
60+ Idoso,Homem,Rondônia,9,3,0,2,0,0,0,0,0,0,0,3,5,2,1,0,0,4,94,0
60+ Idoso,Mulher,Rondônia,9,3,1,4,0,0,1,0,0,1,0,5,5,1,4,0,0,5,105,0
26-59 Adulto,Homem,Rondônia,9,2,3,9,0,1,2,0,0,3,0,21,15,8,13,0,0,6,279,0
13-17 Adolescente,Mulher,Rondônia,9,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1
26-59 Adulto,Homem,Rondônia,9,3,3,10,0,1,2,0,0,3,0,18,16,9,9,0,0,6,316,0
26-59 Adulto,Mulher,Rondônia,9,3,4,14,0,1,3,0,0,4,0,27,19,13,14,0,0,12,341,0
18-25 Jovem ,Homem,Rondônia,9,3,3,2,0,1,2,0,0,3,0,3,6,1,2,0,0,5,92,0
0-12 Criança,Homem,Rondônia,9,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,5,108,0
60+ Idoso,Homem,Rondônia,9,4,0,1,0,0,0,0,0,0,0,4,2,0,4,0,0,8,81,0
18-25 Jovem ,Homem,Rondônia,9,4,2,3,0,0,2,0,0,2,0,4,5,1,3,0,0,2,67,1
26-59 Adulto,Homem,Rondônia,9,1,2,6,0,0,2,0,0,2,0,16,24,4,11,0,1,12,290,2
18-25 Jovem ,Homem,Rondônia,9,1,1,2,0,0,1,0,0,1,0,5,4,1,4,0,0,3,74,0
18-25 Jovem ,Mulher,Rondônia,9,1,0,3,0,0,0,0,0,0,0,1,9,1,0,0,0,2,76,0
0-12 Criança,Mulher,Rondônia,9,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,102,1
0-12 Criança,Homem,Rondônia,9,1,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,3,110,0
13-17 Adolescente,Homem,Rondônia,9,3,0,3,0,0,0,0,0,0,0,2,0,0,2,0,0,2,58,0
13-17 Adolescente,Mulher,Rondônia,9,3,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,1,49,0
0-12 Criança,Mulher,Rondônia,9,3,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,7,95,0
60+ Idoso,Mulher,Rondônia,9,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,4,97,0
18-25 Jovem ,Mulher,Rondônia,9,2,0,4,0,0,0,0,0,0,0,5,5,3,2,0,0,3,86,0
0-12 Criança,Mulher,Rondônia,9,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110,0
0-12 Criança,Homem,Rondônia,9,2,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,4,106,1
13-17 Adolescente,Homem,Rondônia,9,2,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,1,43,0
18-25 Jovem ,Homem,Rondônia,9,2,1,2,0,0,1,0,0,1,0,5,5,2,3,0,0,1,82,0
60+ Idoso,Mulher,Rondônia,9,4,0,1,0,0,0,0,0,0,0,2,5,0,2,0,0,4,94,1
13-17 Adolescente,Homem,Rondônia,9,1,1,2,0,0,1,0,0,1,0,0,3,0,0,0,0,3,48,0
18-25 Jovem ,Mulher,Rondônia,9,3,1,3,0,0,1,0,0,1,0,5,3,1,3,0,1,3,80,0
60+ Idoso,Homem,Rondônia,9,1,1,5,0,1,0,0,0,1,0,0,5,0,0,0,0,3,76,0
60+ Idoso,Mulher,Rondônia,9,1,3,4,0,2,1,0,0,3,0,4,6,3,1,0,0,3,92,1
13-17 Adolescente,Mulher,Rondônia,9,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,36,1
60+ Idoso,Homem,Rondônia,9,2,1,2,0,0,1,0,0,1,0,3,5,3,0,0,0,9,100,0
26-59 Adulto,Mulher,Acre,9,1,2,14,0,1,1,0,0,2,0,13,20,7,4,1,1,21,367,0
26-59 Adulto,Homem,Acre,9,1,3,13,0,1,2,0,0,3,0,13,19,4,9,0,0,12,336,0
0-12 Criança,Mulher,Acre,9,1,1,4,0,0,1,0,0,1,0,0,2,0,0,0,0,11,111,0
0-12 Criança,Homem,Acre,9,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,12,152,0
60+ Idoso,Homem,Acre,9,4,1,4,0,0,1,0,0,1,0,2,5,1,1,0,0,2,81,0
26-59 Adulto,Mulher,Acre,9,2,8,14,0,0,8,0,0,8,0,20,34,10,10,0,0,20,377,1
0-12 Criança,Mulher,Acre,9,2,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,7,129,3
26-59 Adulto,Homem,Acre,9,2,2,7,0,1,1,0,0,2,0,16,22,11,5,0,0,9,338,2
26-59 Adulto,Homem,Acre,9,4,1,10,0,0,1,0,0,1,0,11,30,7,4,0,0,4,359,2
60+ Idoso,Mulher,Acre,9,4,2,1,0,0,2,0,0,2,0,1,8,0,0,1,0,4,88,1
13-17 Adolescente,Homem,Acre,9,4,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,81,0
18-25 Jovem ,Homem,Acre,9,4,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0,2,95,1
26-59 Adulto,Mulher,Acre,9,4,5,13,0,0,5,0,1,4,0,17,29,10,7,0,0,18,386,2
18-25 Jovem ,Homem,Acre,9,1,2,4,0,0,2,0,0,2,0,3,8,0,3,0,0,1,119,0
18-25 Jovem ,Homem,Acre,9,2,1,2,0,0,1,0,0,1,0,3,8,2,1,0,0,4,110,1
13-17 Adolescente,Mulher,Acre,9,4,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,3,67,0
13-17 Adolescente,Homem,Acre,9,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,67,0
13-17 Adolescente,Mulher,Acre,9,2,1,3,0,0,1,0,0,1,0,1,3,0,1,0,0,7,80,0
60+ Idoso,Mulher,Acre,9,3,0,9,0,0,0,0,0,0,0,5,7,1,3,0,1,6,114,0
60+ Idoso,Homem,Acre,9,3,1,5,0,0,1,0,1,0,0,5,7,1,4,0,0,4,94,0
60+ Idoso,Homem,Acre,9,2,0,1,0,0,0,0,0,0,0,2,5,0,2,0,0,1,82,0
0-12 Criança,Homem,Acre,9,4,1,0,0,0,1,0,0,1,0,2,1,1,1,0,0,4,150,0
18-25 Jovem ,Mulher,Acre,9,4,0,3,0,0,0,0,0,0,0,4,5,2,2,0,0,6,115,1
0-12 Criança,Mulher,Acre,9,4,1,4,0,0,1,0,0,1,0,0,1,0,0,0,0,4,145,0
